order	a_word	b_alphabet	c_meaning
284	eldest	英:/'eld?st/ 美:/'?ld?st/ 	"1. adj. 最年长的；年事最高的（old的最高级）
2. n. 最年长者"
285	eggplant	英:/'egplɑ?nt/ 美:/'?ɡpl?nt/ 	"1. n. 茄子
2. adj. 深紫色的"
286	earphones	/'?rfonz/ 	耳机
287	earning	/'?n??/ 	n. 收入（earn的现在分词）
288	DVD	英:/?di:vi:?di:/ 美:/?divi?di/ 	abbr. 数字化视频光盘
289	dungaree	英:/?d??g?'ri?/ 美:/?d??g?'ri/ 	n. 用粗棉布所做的裤子，工作服；粗蓝布（粗棉布的一种）
290	dryer	英:/'dra??/ 美:/'dra??/ 	n. 干燥剂；烘干机
291	driving	英:/'dra?v??/ 美:/'dra?v??/ 	"1. adj. 强劲的；推进的；精力旺盛的
2. n. 操纵；驾驶"
292	drainpipe	英:/'dre?npa?p/ 美:/'drenpa?p/ 	排水管
293	dragonfly	英:/'dr?g(?)nfla?/ 美:/'dr?ɡ?nfla?/ 	蜻蜓
294	distressing	英:/d?'stres??/ 美:/d?'str?s??/ 	令人痛心
295	diseases	/d?'ziz/ 	n. 病害；疾病；疾病种类；病（disease的复数）
296	disc	英:/d?sk/ 美:/d?sk/ 	"1. n. 圆盘，唱片（等于disk）
2. vt. 灌唱片"
297	diarrhoea	/?dai?'ri?/ 	腹泻
298	dialogue	英:/'da??l?g/ 美:/'da??lɑɡ/ 	"1. n. 对话；意见交换
2. vi. 对话"
299	determined	英:/d?'t??m?nd/ 美:/d?'t?m?nd/ 	"坚毅的,下定决心的"
300	detention	英:/d?'ten?(?)n/ 美:/d?'t?n??n/ 	"羁押,拘留"
301	detailed	英:/'di?te?ld/ 美:/d?'teld/ 	"1. adj. 详细的，精细的；复杂的，详尽的
2. v. 详细说明（detail的过去分词）"
302	dessertspoon	英:/d?'z??tspu?n/ 美:/d?'z?tspun/ 	n. 餐后甜点匙名 词:   dessertspoonful
303	desperation	英:/desp?'re??n/ 美:/?d?sp?'re??n/ 	绝望，铤而走险
304	desktop	英:/?desk?t?p/ 美:/'d?sk'tɑp/ 	n. 桌面；台式机
305	designer	英:/d?'za?n?/ 美:/d?'za?n?/ 	"1. n. 设计师；谋划者
2. adj. 由设计师专门设计的；享有盛名的；赶时髦的"
306	deserved	英:/d?'z??vd/ 美:/d?'z?vd/ 	"1. adj. 应得的；理所当然的
2. v. 值得；应得；应受报答（deserve的过去分词）"
307	depressing	英:/d??pres??/ 美:/d?'pr?s??/ 	沉闷
308	dependant	英:/di'pend?nt/ 美:/d??p?nd?nt/ 	n. 家眷；侍从；食客（等于dependent）
309	deodorant	英:/d?'??d(?)r(?)nt/ 美:/d?'od?r?nt/ 	除臭剂; 可除臭的
310	dental	英:/'dent(?)l/ 美:/'d?ntl/ 	"1. adj. 牙齿的，牙的；牙科的
2. n. 齿音"
311	denim	英:/'den?m/ 美:/'d?n?m/ 	n. 斜纹粗棉布，丁尼布；劳动布
312	demonstration	英:/dem?n'stre??(?)n/ 美:/?d?m?n'stre??n/ 	示范
313	demo	英:/?dem?u/ 美:/?d?mo/ 	n. 样本唱片；演示；示威；民主党员
314	delightful	英:/d?'la?tf?l/ 美:/d?'la?tfl/ 	"令人愉快的, 可喜的"
315	delighted	英:/d?'la?t?d/ 美:/d?'la?t?d/ 	"高兴的, 快乐的"
316	delicatessen	英:/?del?k?'tes(?)n/ 美:/?d?l?k?'t?sn/ 	熟食
317	deliberately	英:/d??l?b?r?tl?/ 美:/d?'l?b?r?tli/ 	"慎重地,故意地"
318	degrees	/di'ɡri:/ 	n. 角度，学历；度数（degree的复数）
319	defiant	英:/d?'fa??nt/ 美:/d?'fa??nt/ 	adj. 挑衅的；目中无人的，蔑视的；挑战的
320	deeply	英:/'di:pli/ 美:/?dipl?/ 	adv. 深刻地；在深处；浓浓地
321	decoration	英:/dek?'re??(?)n/ 美:/?d?k?'re??n/ 	"装饰, 装饰品"
322	deck chair		折叠式躺椅；折叠帆布躺椅
323	decaffeinated	英:/di:?k?f??ne?t?d/ 美:/?di'k?f?net?d/ 	不含咖啡因
324	deathly	英:/'deθl?/ 美:/'d?θli/ 	"1. adj. 死一般的；致命的
2. adv. 死了一样地；非常"
325	deafen	英:/'def(?)n/ 美:/'d?f?n/ 	"1. vt. 使聋；淹没
2. vi. 变聋"
326	deadline	英:/'dedla?n/ 美:/'d?dla?n/ 	n. 截止期限，最后期限
327	daydream	英:/'de?dri?m/ 美:/'dedrim/ 	"1. vi. 做白日梦
2. n. 白日梦"
328	dashboard	英:/'d??b??d/ 美:/'d??'b?rd/ 	仪表盘
329	darts	/da:ts/ 	"1. n. 射镖游戏；镖（dart的复数形式）
2. v. 投掷；投射（dart的单三形式）"
330	cyclinder		圆柱
331	cyclization	英:/?sa?kl?'ze??n/ 美:/?sa?kl??ze??n/ 	环化
332	cycling	英:/'saikli?/ 美:/?sa?kl??/ 	n. 骑脚踏车消遣；骑脚踏车兜风
333	cyberspace	英:/?saib??speis/ 美:/'sa?b?spes/ 	网络空间
334	cruelhearted	/'kru:?l'hɑ:tid/ 	"adj. 狠心的,绝情的"
335	crowned	/kra?nd/ 	"1. adj. 王室的；戴王冠的
2. v. 加冕，使成王（crown的过去式和过去分词形式）"
336	crosse	英:/kr?s/ 美:/kr?s/ 	n. 长曲棍球的球棒
337	crackles	/'kr?kl/ 	"1. v. 发出爆裂声；表面形成碎裂花纹；充满（crackle的第三人称单数）
2. n. 细碎爆裂声；陶瓷器的碎裂花纹；陶瓷器皿（crackle的复数）"
338	coursebook		
339	counterclockwise	英:/ka?nt?'kl?kwa?z/ 美:/'ka?nt?'klɑk'wa?z/ 	反时针方向
340	councilor	英:/'ka?ns?l?/ 美:/'ka?nsl?/ 	议员
341	couldn't	英:/'kud?nt/ 美:/?k?dnt/ 	不能
342	cooperation	"英:/k??,?p?'re??(?)n/ 美:/ko,ɑp?'re??n/ "	"合作, 协作"
343	cooperator	"/k?u'?p?,reit?/ "	合作者
344	controversialism		"争论精神,争论癖"
345	continuo	英:/k?n't?nj???/ 美:/k?n't?njuo/ 	n. 数字低音；键盘乐器的低音部
346	contents	/'k?ntents/ 	"1. n. 目录；内容；要旨（content的复数）
2. v. 使满意（content的三单形式）"
347	conjuror	英:/'k?nd??r?/ 美:/?kɑnd???/ 	n. 魔术师；变戏法的人
348	concernment	英:/k?n's??nm(?)nt/ 美:/k?n?s?nm?nt/ 	要事
349	comparability	/?k?mp?r?'bil?ti/ 	可比性
350	comeback	英:/'k?mb?k/ 美:/'k?mb?k/ 	n. 恢复；复原
351	colorful	英:/?k?l?f?l/ 美:/'k?l?f?l/ 	adj. 华美的；有趣的；富有色彩的
352	colored	英:/?k?l?d/ 美:/'k?l?d/ 	"1. adj. 有色的；有色人种的；着色的
2. v. 把...染色，粉饰，脸红（color的过去时和过去分词形式）"
353	colour	英:/'k?l?/ 美:/?k?l?/ 	"1. vt. 把…涂颜色，粉饰；歪曲；使脸红
2. vi. 变色"
354	collapsed		倒塌
355	coffin	英:/?k?fin/ 美:/?k?f?n/ 	n. 棺材
356	cockroach	英:/'k?kr??t?/ 美:/'kɑk'rot?/ 	蟑螂
357	clock out		打卡下班
358	cloak room		行李寄放处；寄存室；衣帽间
359	climbing	英:/?klaimi?/ 美:/'kla?m??/ 	"1. adj. 上升的；攀缘而登的
2. n. 攀登"
360	clatterer		"n. 饶舌家,长舌者"
361	civilized	英:/?s?v??la?zd/ 美:/'s?v?'la?zd/ 	"文明的, 有礼的"
362	circulatory	英:/?s?:kj?l??t?:ri:/ 美:/'s?kj?l?t?ri/ 	循环的，循环系统的
363	cigar	英:/s?'gɑ?/ 美:/s?'ɡɑr/ 	n. 雪茄
364	chosen	英:/'t???zn/ 美:/'t?ozn/ 	"1. vt. 选择（choose的过去分词）
2. adj. 挑选出来的，精选的"
365	chopstick	英:/?t??p?st?k/ 美:/'t?ɑpst?k/ 	筷子
366	chillily	/'t??l?li/ 	adv. 冷漠地
367	childminder	/'t?a?ldma?nd?/ 	保姆
368	chickenpox	/'t??k?npɑks/ 	水痘
369	chewy	英:/'t?u??/ 美:/'t?ui/ 	adj. 柔软而会黏着的；难嚼的
370	chequebook	/'t?ekbuk/ 	支票簿
371	cheers	英:/t???z/ 美:/t??rz/ 	"1. int. 干杯
2. n. 喝采；欢呼"
372	cheerfully	英:/'t?i?f?li/ 美:/?t??rf?l?/ 	高高兴兴地
373	checkout	英:/'t?eka?t/ 美:/'t??ka?t/ 	n. 检验；结帐台；签出；检出
374	charmed	英:/t?ɑ:md/ 美:/t?ɑrmd/ 	"1. adj. 喜悦的；着迷的
2. v. 迷住；对…行魔法；哄诱（charm的过去分词）"
375	charge card		付款卡，信用卡；签帐卡
376	chair lift		升降椅；架空滑车
377	centimeter	"英:/?sentimi:t?r/ 美:/'s?nt?,mit?/ "	厘米，公分
378	centilitre	"/'senti,li:t?/ "	厘升
379	Celsius	/'selsi?s/ 	"1. adj. 摄氏的
2. n. 摄氏度"
380	cellphone	/'s?l'fon/ 	手机
381	celery	英:/'sel?r?/ 美:/'s?l?ri/ 	n. 芹菜
382	celebration	英:/sel?'bre??(?)n/ 美:/?s?l?'bre??n/ 	"典礼,宗教仪式,庆祝"
383	CD player		激光唱机；CD播放器
384	CD	/?si: 'di:/ 	abbr. 光盘，激光唱片（Compact Disc）；呼叫设备（Calling Device）；中央地区（Central District）；商务部（Commerce Department）
385	CCTV	/?si: si: ti: 'vi:/ 	abbr. 闭路电视（Closed Circuit Television）；中国中央电视台（China Central Television）
386	cauliflower	英:/'k?l?fla??/ 美:/'k?l?'fla??/ 	花椰菜
387	caught	英:/k??t/ 美:/k?t/ 	v. 捕捉（catch的过去分词）
388	catalogue	英:/?k?t?l?ɡ/ 美:/'k?t?l?ɡ/ 	"目录,总目,系列"
389	casually	英:/'k??ju?li/ 美:/?k? ?j??l?/ 	adv. 偶然地；随便地；临时地
390	cashier	英:/k?'???/ 美:/k?'??r/ 	"1. n. 出纳员；司库
2. vt. 解雇；抛弃"
391	carried	/'k?rid/ 	进行
392	carousel	英:/?k?r?'sel/ 美:/'k?r?'s?l/ 	n. 旋转木马
393	carnival	英:/'kɑ?n?v(?)l/ 美:/'kɑrn?vl/ 	n. 狂欢节，嘉年华会；饮宴狂欢
394	cardigan	英:/'kɑ?d?g(?)n/ 美:/'kɑrd?ɡ?n/ 	n. 羊毛衫，开襟羊毛衫（等于cardigan sweater）
395	captured		"1. adj. 被俘的；捕获的
2. v. 捕获；占领；引起（capture的过去分词）"
396	captivity	英:/k?p't?v?t?/ 美:/k?p't?v?ti/ 	"囚禁, 被俘虏"
397	captains	/'k?ptin/ 	n. 船长；军官；首领；（体育运动中的）队长（captain的复数）
398	cannot	英:/'k?n?t/ 美:/'k?nɑt/ 	v. 不能；无法
399	cannibal	英:/'k?n?b(?)l/ 美:/'k?n?bl/ 	"1. n. 食人者；吃同类的动物
2. adj. 食同类的；吃人肉的；凶残的"
400	canned	英:/k?nd/ 美:/k?nd/ 	"1. adj. 录音的；罐装的
2. v. 装于罐头（can的过去分词）"
401	candlestick	英:/'k?nd(?)lst?k/ 美:/'k?ndlst?k/ 	烛台
402	cancellation	英:/?k?ns?'le??(?)n/ 美:/?k?ns?'le??n/ 	取消
403	campsite	英:/'k?mpsa?t/ 美:/'k?mpsa?t/ 	n. 营地
404	camping	/'k?mpi?/ 	"1. n. 露营；野营
2. v. 扎营；露营；临时安顿（camp的ing形式）"
405	camels	/'k?ml/ 	n. 骆驼体系；骆驼（camel的复数）
406	calves	英:/kɑ?vz/ 美:/k?vz/ 	n. 小牛；小腿；腓；[口]呆子（calf的复数）
407	caffeine	英:/'k?fi?n/ 美:/'k?fin/ 	n. 咖啡因；茶精（兴奋剂）
408	cab	英:/k?b/ 美:/k?b/ 	"1. n. 出租汽车；出租马车；驾驶室
2. vi. 乘出租马车（或汽车）"
409	businesswoman	"英:/'biznis,wum?n/ 美:/?b?zn?s?w?m?n/ "	女商人
410	buried	/'berid/ 	"1. adj. 埋葬的；[地]埋藏的
2. v. 埋葬（bury的过去式和过去分词）"
411	burglarize	"英:/'b??gl?ra?z/ 美:/'b?gl?,ra?z/ "	"vt. 闯入…盗窃; vi. 破门盗窃时 态:   burglarized, burglarizin..."
412	bulldog	英:/'b?ld?g/ 美:/'b?l'd?g/ 	n. 牛头犬，恶犬；短枪管大型手枪
413	buildable	英:/'b?ld?bl/ 美:/'b?ld?b?l/ 	可建
414	budgeter	/?b?d?i'ti?/ 	n. 预算编制者
415	browser	英:/'brauz?/ 美:/?bra?z?/ 	n. 吃嫩叶的动物；浏览书本的人；[电脑]浏览器
416	breathability	/?bri:??'bil?ti/ 	透气
417	breaststroke	英:/?brest?str?uk/ 美:/'br?ststrok/ 	蛙泳
418	breadcrumb	英:/'bredkr?m/ 美:/?br ?dkr ?mb/ 	面包屑
419	brackets	/'br?k?t/ 	"1. n. 支架；方括号；舱口围板支架（bracket的复数）
2. v. 给…装上托架；把…容纳在内（bracket的三单形式）"
420	boyfriend	英:/'b??frend/ 美:/'b??fr?nd/ 	男朋友
421	bored	英:/b?:d/ 美:/b?rd/ 	"1. adj. 无聊的；烦人的；无趣的
2. v. 烦扰；使厌烦（bore的过去式）"
422	bookshelf	英:/'b?k?elf/ 美:/?b?k???lf/ 	书架
423	bookshop	英:/'b?k??p/ 美:/'b?k?ɑp/ 	n. 书店
424	bookmark	英:/'b?kmɑ?k/ 美:/'b?kmɑrk/ 	n. 书签（等于bookmarker）；标记
425	bookshelves	/'buk?elvz/ 	书架
426	bodybuild		健身，
427	BMX	/'bi:em'eks/ 	abbr. 自行车越野赛（bicycle motocross）
428	blosson		
429	blog	/bl?g/ 	网络随笔，日志 博客
430	bishop	英:/?b???p/ 美:/?b???p/ 	n. 主教
431	biro	/'bai?r?u/ 	"1. n. 圆珠笔的一种
2. vt. 用圆珠笔写"
432	biologist	/bai'?l?d?ist/ 	生物学家
433	biodiversity	英:/?bai?udai?v?:s?ti/ 美:/?ba?oda?'v?s?ti/ 	生物多样性
434	biodegradable	英:/?ba??(?)d?'gre?d?b(?)l/ 美:/?ba?od?'ɡred?bl/ 	可生物降解
435	binoculars	/b?'nɑkj?l?z/ 	双眼望远镜
436	bingo	英:/'b??g??/ 美:/'b??ɡo/ 	n. 宾戈游戏
437	billfold	英:/'b?lf??ld/ 美:/'b?lfold/ 	n. 皮夹子
438	billboard	英:/'b?lb??d/ 美:/'b?lb?rd/ 	广告牌; 宣传
439	bikini	英:/bi?ki:ni/ 美:/b??kini/ 	n. 比基尼泳装；大爆炸
440	bib	英:/b?b/ 美:/b?b/ 	"1. n. 围嘴，围涎；围裙的上部
2. vi. 饮酒，不断地饮酒"
441	bewildered		
442	behaviour	英:/b?'he?vj?/ 美:/b??hevj?/ 	行为
443	begining	/bi'ɡin/ 	"1. n. 开始
2. v. 开始；创办（begin的ing形式）"
444	bedsit	英:/bed's?t/ 美:/'b?ds?t/ 	"1. n. 卧室兼起居室
2. vt. 租用卧室兼起居室"
445	bathtub	英:/'bɑ?θt?b/ 美:/b?θt?b/ 	n. 浴缸
446	bathrobe	英:/'bɑ?θr??b/ 美:/'b?θrob/ 	n. 睡衣；浴衣
447	Bach	英:/b?t?/ 美:/bɑk/ 	n. 巴赫（德国作曲家）
448	barefoot	英:/'be?f?t/ 美:/'b?r'f?t/ 	"1. adj. 赤脚的
2. adv. 赤着脚地"
449	ballpoint	英:/?b?:l?p??nt/ 美:/'b?lp??nt/ 	圆珠笔
450	ballpiont		
451	bakehead	"/'beik,hed/ "	n. 〈俚〉火车司炉
452	baked	英:/'beikid/ 美:/bekt/ 	"1. adj. 烘焙的；烤的
2. v. 烘培；烧制（bake的过去分词）"
453	baguette	英:/b?'get/ 美:/b??ɡ?t/ 	n. 法国棍子面包；成长方形的宝石
454	backwards	英:/'b?kw?dz/ 美:/'b?kw?dz/ 	"落后的, 向后的"
455	backup	"英:/'b?k?p/ 美:/'b?k,?p/ "	"1. n. 支持；后援；阻塞
2. adj. 候补的；支持的"
456	babysitter	/'beibisit?/ 	保姆
457	babysit	/'beb?s?t/ 	vi. （临时代人）照看婴孩
458	B.A		
459	Resistac		瑞西斯达克铜铝合金
460	resistable	/ri'zist?bl/ 	adj. 可抵抗的
461	resistless	英:/r?'z?s(t)l?s/ 美:/r?'z?stl?s/ 	不可抗拒的
462	resistent	/ri'zist?nt/ 	性能稳定的
463	resistible	英:/r?'z?st?bl/ 美:/r?'z?st?bl/ 	可抵抗的
464	resister	/ri'zist?/ 	n. 抵抗者；反抗者；[物]电阻器
465	resistin	/ri'zistin/ 	n. 抵抗素；一种锰铜电阻合金
466	attendance	英:/?'tend(?)ns/ 美:/?'t?nd?ns/ 	n.出席，到场<br /><br />护理
467	attachment	英:/?'t?t?m(?)nt/ 美:/?'t?t?m?nt/ 	附件
468	attached	英:/??t?t?t/ 美:/?'t?t?t/ 	"1. adj. 附加的；依恋的，充满爱心的
2. v. 附上（attach的过去分词）"
469	ATM	/?ei ti: 'em/ 	abbr. 异步传输模式（Asynchronous Transfer Mode）；自动出纳机（Automatic Teller Machine）；空中交通管理（Air Traffic Management）
470	athletic	英:/?θ'let?k/ 美:/?θ'l?t?k/ 	adj. 运动的，运动员的；体格健壮的
471	ate	英:/et/ 美:/?t/ 	v. 吃（eat的过去式）
472	astronomer	英:/?'str?n?m?/ 美:/?'strɑn?m?/ 	天文学家
473	astonishment	英:/?'st?n??m?nt/ 美:/?'stɑn??m?nt/ 	惊讶，令人惊讶的事
474	astonishing	英:/?s?t?n????/ 美:/?'stɑn????/ 	惊人
475	astonished	/?'stɑn??t/ 	惊讶
476	assistance	英:/?'s?st(?)ns/ 美:/?'s?st?ns/ 	n. 援助，帮助；辅助设备
477	assassinate	英:/?'s?s?ne?t/ 美:/?'s?sn'et/ 	暗杀
478	aspirin	英:/'?sp(?)r?n/ 美:/'?spr?n/ 	n. 阿司匹林（解热镇痛药）
479	asparagus	英:/?'sp?r?g?s/ 美:/?'sp?r?g?s/ 	芦笋
480	ashtray	英:/'??tre?/ 美:/'??tre/ 	n. 烟灰缸
481	ASAP	/?ei es ei 'pi:/ 	abbr. 尽快（As Soon As Possible）
482	artichoke	英:/'ɑ?t?t???k/ 美:/'ɑrt?t?ok/ 	洋蓟，朝鲜蓟
483	arms	/a:mz/ 	"1. n. 武器；纹章；臂（arm的复数）
2. v. 武装；配备（arm的三单形式）"
484	armpit	英:/'ɑ?mp?t/ 美:/'ɑrm'p?t/ 	n. 腋窝
485	armour	英:/'ɑ?m?/ 美:/?ɑrm?/ 	n. 装甲；护面；盔甲
486	armed	英:/ɑ?md/ 美:/ɑrmd/ 	adj. 武装的；有扶手的；有防卫器官的（指动物）
487	armchair	英:/ɑ?m't?e?/ 美:/'ɑrmt??r/ 	n. 扶手椅
488	are	英:/ɑ?/ 美:/?/ 	"1. v. 是（be的第二人称单复数现在式）
2. n. 公亩"
489	aquarium	英:/?'kwe?r??m/ 美:/?'kw?r??m/ 	n. 水族馆；养鱼池；玻璃缸
490	APP	英:/?p/ 美:/?p/ 	abbr. 穿甲试验（Armor Piercing Proof）；应用（Application）
491	anyplace	英:/'en?ple?s/ 美:/'?n?ples/ 	adv. 任何地方
492	antivirus	英:/??nti'va?r?s/ 美:/??nti?va?r?s/ 	杀毒软件
493	anticlockwise	英:/?nt?'kl?kwa?z/ 美:/'?nt?'klɑkwa?z/ 	逆时针
494	anticipation	"英:/?nt?s?'pe??(?)n/ 美:/?n,t?s?'pe??n/ "	"预期, 预料"
495	anti	英:/'?nt?/ 美:/'?nta?/ 	"1. adj. 反对的
2. n. 反对者，反对论者"
496	antelope	英:/'?nt?l??p/ 美:/'?nt?lop/ 	n. 羚羊；羚羊皮革
497	anorak	英:/'?n?r?k/ 美:/'?n?r?k/ 	n. 厚夹克；防水布；滑雪衫
498	annoying	英:/?'n????/ 美:/?'n????/ 	"1. adj. 恼人的；讨厌的
2. v. 骚扰（annoy的ing形式）"
499	annoyed	英:/??n??d/ 美:/?'n??d/ 	"1. adj. 恼怒的；烦闷的
2. v. 使烦恼；打扰（annoy的过去分词）"
500	annoyance	英:/?'n???ns/ 美:/?'n???ns/ 	烦恼
501	announcement	英:/?'na?nsm(?)nt/ 美:/?'na?nsm?nt/ 	"通知,发表,宣布"
502	animation	英:/?n?'me??(?)n/ 美:/??n?'me??n/ 	动画
503	anesthetic	英:/??n?s?θet?k/ 美:/??n?s'θ?t?k/ 	"麻醉剂, 麻药"
504	anaesthetic	英:/??nis'θetik/ 美:/??n?s?θ?t?k/ 	麻醉剂
505	amusing	英:/?'mju?z??/ 美:/?'mjuz??/ 	"1. adj. 有趣的，好玩的；引人发笑的
2. v. 逗乐；打发；使…高兴（amuse的ing形式）"
506	amusement	英:/?'mju?zm(?)nt/ 美:/?'mjuzm?nt/ 	"娱乐, 消遣"
507	amused	/?'mju:zd/ 	"1. adj. 愉快的，顽皮的；被逗乐的
2. v. 使欢乐；逗笑（amuse的过去分词）"
508	amplifier	英:/'?mpl?fa??/ 美:/'?mpl?fa??/ 	"放大器, 扩音机"
509	amp	英:/?e?em?pi:/ 美:/?eem?pi/ 	"1. abbr. 安培（ampere，电流强度的单位）；放大器（amplifier）
2. n. [俚]电吉他"
510	amazing	/?'mez??/ 	"1. adj. 令人惊异的
2. v. 使吃惊（amaze的ing形式）"
511	amazement	英:/?'me?zm(?)nt/ 美:/?'mezm?nt/ 	"惊愕, 惊异"
512	amazed	/?'meizd/ 	"1. adj. 惊奇的，吃惊的
2. v. 使…吃惊；把…弄糊涂（amaze的过去分词）"
513	am	英:/强 ?m/ 美:/?m/ 	"1. abbr. 调幅
2. v. 是"
514	airmail	英:/'e?me?l/ 美:/'?rmel/ 	航空邮件，航空邮政
515	AIDS	/edz/ 	abbr. 获得性免疫缺乏综合症；爱滋病（Acquired Immure Deficiency Syndrome）
516	accommodatometer		调节计
517	accommodationist	"英:/?,kɑm?'de??n?st/ 美:/??kɑm??de??n?st/ "	妥协派
518	accommodation	"英:/?k?m?'de??(?)n/ 美:/?,kɑm?'de??n/ "	"住处,膳宿"
519	GMT	/?d?i: em 'ti:/ 	abbr. 格林威治标准时间（Greenwich Mean Time）
520	glacier	英:/'gl?s??/ 美:/'ɡle??/ 	n. 冰河，冰川
521	GCSE	/?d?i: si: es 'i:/ 	abbr. （英国）普通中等教育证书（General Certificate of Secondary Education）
522	glad	英:/gl?d/ 美:/ɡl?d/ 	"1. adj. 高兴的；乐意的；令人高兴的；灿烂美丽的
2. vt. [古]使高兴"
523	gnaw	英:/n??/ 美:/n?/ 	"1. vt. 咬；折磨；侵蚀
2. vi. 咬；折磨；侵蚀"
524	head	英:/hed/ 美:/h?d/ 	"1. n. 头；上端；最前的部分；头痛；理解力
2. vt. 用头顶；作为…的首领；前进；站在…的前头；给…加标题"
525	headmaster	英:/hed'mɑ?st?/ 美:/?h?d'm?st?/ 	headmistress<br /><br />校长
526	fraction	英:/'fr?k?(?)n/ 美:/'fr?k??n/ 	n. 小部分；部分；稍微；[数]分数
527	gear	英:/g??/ 美:/ɡ?r/ 	"1. n. 齿轮；传动装置；装置，工具
2. vi. 适合；搭上齿轮；开始工作"
528	fuel	英:/fj??l/ 美:/'fju?l/ 	"1. vi. 得到燃料
2. vt. 供以燃料，加燃料"
529	headache	英:/'hede?k/ 美:/'h?d'ek/ 	n. 头痛；麻烦；令人头痛之事
530	gadget	英:/'g?d??t/ 美:/'g?d??t/ 	n. 小玩意；小器具；小配件；诡计
531	go	英:/g??/ 美:/ɡo/ 	"1. vi. 走；趋于；达到；运转
2. n. 去；尝试；进行"
532	fracture	英:/'fr?kt??/ 美:/'fr?kt??/ 	"1. n. 破裂，断裂；骨折
2. vi. 破裂；折断"
533	fragile	英:/'fr?d?a?l/ 美:/'fr?d??l/ 	adj. 脆的；易碎的
534	gracious	英:/'gre???s/ 美:/'ɡre??s/ 	"1. adj. 亲切的；和蔼的；高尚的；雅致的
2. int. 天哪；哎呀"
535	glamorous	英:/'gl?m?r?s/ 美:/'gl?m?r?s/ 	"富有魅力的,迷人的"
536	geese	英:/ɡi?s/ 美:/ɡis/ 	n. 鹅（goose复数）
537	fragment	英:/'fr?gm(?)nt/ 美:/'fr?ɡm?nt/ 	"1. n. 碎片；片断或不完整部分
2. vt. 使成碎片"
538	grade	英:/gre?d/ 美:/ɡred/ 	"1. n. 等级；年级；阶段；级别；成绩
2. vt. 评分；把…分等级"
539	glance	英:/glɑ?ns/ 美:/ɡl?ns/ 	"1. n. 一瞥；一滑；闪光
2. vi. 扫视，匆匆一看；瞥闪，瞥见；反光"
540	gel	英:/d?el/ 美:/d??l/ 	"1. vi. 胶化
2. n. 凝胶，胶体"
541	fragrance	英:/'fre?gr(?)ns/ 美:/?freɡr?ns/ 	香味
542	full	英:/f?l/ 美:/f?l/ 	"1. adj. 完全的，完整的；满的，充满的；丰满的；丰富的；详尽的；完美的
2. adv. 完全地；十分，非常；整整"
543	headlight	英:/'hedla?t/ 美:/'h?dla?t/ 	"前灯, 桅灯"
544	fragrant	英:/'fre?gr(?)nt/ 美:/'fregr?nt/ 	adj. 芳香的；愉快的
545	glare	英:/gle?/ 美:/ɡl?r/ 	"1. n. 刺眼；耀眼的光；受公众注目
2. vi. 瞪眼表示"
546	headline	英:/'hedla?n/ 美:/'h?dla?n/ 	"1. n. 大标题；内容提要；栏外标题；头版头条新闻
2. vt. 给…加标题；使成为注意中心；大力宣传"
547	epic	英:/'ep?k/ 美:/'?p?k/ 	"1. adj. 史诗的，叙事诗的
2. n. 史诗；叙事诗；史诗般的作品"
548	glaring	英:/'gle?r??/ 美:/?ɡl?r??/ 	adj. 耀眼的；瞪视的；炯炯的
549	each	英:/i?t?/ 美:/it?/ 	"1. adj. 每；各自的
2. adv. 每个；各自"
550	by	英:/ba?/ 美:/ba?/ 	"1. prep. 被；经由；在……之前；在附近；依据；通过
2. adv. 经过；通过；附近；[域]白俄罗斯"
551	eraser	英:/?'re?z?/ 美:/?'res?/ 	n. 擦除器；清除器
552	frail	英:/fre?l/ 美:/frel/ 	"1. adj. 虚弱的；脆弱的
2. n. 灯心草篓；少妇；少女"
553	cook	英:/k?k/ 美:/k?k/ 	"1. vt. 烹调，煮
2. vi. 烹调，做菜"
554	gradual	英:/'gr?d???l/ 美:/'ɡr?d?u?l/ 	"1. adj. 逐渐的；平缓的
2. n. 弥撒升阶圣歌集"
555	fully	英:/'f?l?/ 美:/'f?li/ 	adv. 完全地；充分地；彻底地
556	cooking	英:/'k?k??/ 美:/'k?k??/ 	"1. n. 烹饪
2. adj. 烹调用的"
557	gradually	英:/? gr?dj??l?/ 美:/'gr?d???li/ 	逐渐地
558	grandfather	英:/'gr?n(d)fɑ???/ 美:/'gr?n'fɑ??/ 	"grandmother, grandparent<br /><br />祖父"
559	frame	英:/fre?m/ 美:/frem/ 	"1. n. 框架；结构；画面
2. vt. 设计；陷害；建造；使…适合"
560	glass	英:/glɑ?s/ 美:/ɡl?s/ 	"1. n. 玻璃；镜子；玻璃制品
2. vt. 反映；给某物加玻璃"
561	eager	英:/'i?g?/ 美:/'ig?/ 	adj. 渴望的；热心的；热切的
562	diabetes	英:/?da??'bi?ti?z/ 美:/?da??'bitiz/ 	n. 糖尿病；多尿症
563	gain	英:/ge?n/ 美:/ɡen/ 	"1. n. 收获；增加；利润
2. vt. 获得；增加；赚到"
564	erect	英:/?'rekt/ 美:/?'r?kt/ 	"1. vt. 使竖立；建造；安装
2. adj. 竖立的；笔直的；因性刺激而勃起的"
565	edge	英:/ed?/ 美:/?d?/ 	"1. n. 边缘；刀刃；优势；锋利
2. vt. 使锐利；将…开刃；给…加上边"
